Date,Name,Year,Letterboxd URI,Rating
2023-12-17,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/b8vM,2.5
2023-12-22,The International,2009,https://boxd.it/23zG,3.5
2024-01-04,Barbie,2023,https://boxd.it/bCLK,4.5
2024-01-08,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/gaTc,2
2024-01-14,Man on the Run,2023,https://boxd.it/HT56,3.5
2024-01-19,Thor: Love and Thunder,2022,https://boxd.it/mMAY,2.5
2024-01-28,Dark Waters,2019,https://boxd.it/kaYu,4
2024-01-30,The Boy and the Heron,2023,https://boxd.it/ipeM,4
2024-01-31,Top Gun: Maverick,2022,https://boxd.it/cjr4,4
2024-01-31,The Creator,2023,https://boxd.it/oXWq,3.5
